,framework,execution_id,frame_id,estimated_missing_items,white_percentage,white_relative_percentage
2066,rn,20220726-190430,269,7,66.6323731138546,76.61
2067,rn,20220726-190430,270,7,68.36848422496571,78.6
2068,rn,20220726-190430,271,7,70.10459533607681,80.6
2069,rn,20220726-190430,272,7,71.84070644718793,82.59
2070,rn,20220726-190430,273,7,73.40320644718793,84.39
2071,rn,20220726-190430,274,0,0.0,0.0
2072,rn,20220726-190430,275,0,0.0,0.0
2073,rn,20220726-190430,276,0,0.0,0.0
2074,rn,20220726-190430,277,0,0.0,0.0
2075,rn,20220726-190430,278,0,0.0,0.0
2076,rn,20220726-190430,279,0,0.0,0.0
2077,rn,20220726-190430,280,1,1.5625,1.8
2078,rn,20220726-190430,281,1,10.416666666666668,11.98
2079,rn,20220726-190430,282,2,18.75,21.56
2080,rn,20220726-190430,283,3,27.604166666666668,31.74
2081,rn,20220726-190430,284,4,36.42403978052126,41.88
2082,rn,20220726-190430,285,5,44.935270919067214,51.66
2083,rn,20220726-190430,286,6,54.13237311385459,62.24
2084,rn,20220726-190430,287,6,62.46570644718793,71.82
2085,rn,20220726-190430,288,7,71.3198731138546,82.0
2086,rn,20220726-190430,289,8,80.17403978052127,92.18
2087,rn,20220726-190430,290,9,86.76965449245542,99.76
2088,rn,20220726-190430,291,9,86.77126200274348,99.76
2089,rn,20220726-190430,292,9,86.77126200274348,99.76
2090,rn,20220726-190430,293,9,86.77126200274348,99.76
2091,rn,20220726-190430,294,9,86.77126200274348,99.76
2092,rn,20220726-190430,295,9,86.77126200274348,99.76
2093,rn,20220726-190430,296,9,86.77126200274348,99.76
2094,rn,20220726-190430,297,9,86.77126200274348,99.76
2095,rn,20220726-190430,298,9,86.77126200274348,99.76
2096,rn,20220726-190430,299,9,86.76911865569274,99.76
2097,rn,20220726-190430,300,9,86.77126200274348,99.76
2098,rn,20220726-190430,301,9,86.77126200274348,99.76
2099,rn,20220726-190430,302,8,76.00522976680384,87.38
2100,rn,20220726-190430,303,8,83.99348422496571,96.57
2101,rn,20220726-190430,304,9,86.77126200274348,99.76
2102,rn,20220726-190430,305,9,86.77126200274348,99.76
2103,rn,20220726-190430,306,9,86.77126200274348,99.76
2104,rn,20220726-190430,307,9,86.76911865569274,99.76
2105,rn,20220726-190430,308,9,86.77126200274348,99.76
2106,rn,20220726-190430,309,9,86.76911865569274,99.76
2107,rn,20220726-190430,310,9,86.76911865569274,99.76
2108,rn,20220726-190430,311,9,86.77126200274348,99.76
2109,rn,20220726-190430,312,9,86.77126200274348,99.76
2110,rn,20220726-190430,313,9,86.77126200274348,99.76
2111,rn,20220726-190430,314,9,86.77126200274348,99.76
2112,rn,20220726-190430,315,9,86.77126200274348,99.76
2113,rn,20220726-190430,316,9,86.76911865569274,99.76
2114,rn,20220726-190430,317,9,86.76911865569274,99.76
2115,rn,20220726-190430,318,9,86.77126200274348,99.76
2116,rn,20220726-190430,319,9,86.77126200274348,99.76
2117,rn,20220726-190430,320,9,86.77126200274348,99.76
2118,rn,20220726-190430,321,9,86.77126200274348,99.76
2119,rn,20220726-190430,322,9,86.76911865569274,99.76
2120,rn,20220726-190430,323,9,86.77126200274348,99.76
2121,rn,20220726-190430,324,9,86.77126200274348,99.76
2122,rn,20220726-190430,325,9,86.77126200274348,99.76
2123,rn,20220726-190430,326,9,86.77126200274348,99.76
2124,rn,20220726-190430,327,9,86.77126200274348,99.76
2125,rn,20220726-190430,328,9,86.77126200274348,99.76
2126,rn,20220726-190430,329,9,86.77126200274348,99.76
2127,rn,20220726-190430,330,9,86.77126200274348,99.76
2128,rn,20220726-190430,331,9,86.77126200274348,99.76
2129,rn,20220726-190430,332,9,86.76911865569274,99.76
2130,rn,20220726-190430,333,9,86.77126200274348,99.76
2131,rn,20220726-190430,334,9,86.77126200274348,99.76
2132,rn,20220726-190430,335,9,86.76911865569274,99.76
2133,rn,20220726-190430,336,9,86.77126200274348,99.76
2134,rn,20220726-190430,337,9,86.77126200274348,99.76
2135,rn,20220726-190430,338,9,86.77126200274348,99.76
2136,rn,20220726-190430,339,9,86.77126200274348,99.76
2137,rn,20220726-190430,340,9,86.77126200274348,99.76
2138,rn,20220726-190430,341,9,86.77126200274348,99.76
2139,rn,20220726-190430,342,9,86.76911865569274,99.76
2140,rn,20220726-190430,343,9,86.77126200274348,99.76
2141,rn,20220726-190430,344,9,86.77126200274348,99.76
2142,rn,20220726-190430,345,1,5.902777777777778,6.79
2143,rn,20220726-190430,346,2,16.145833333333336,18.56
2144,rn,20220726-190430,347,3,27.74134087791495,31.89
2145,rn,20220726-190430,348,4,39.20181755829904,45.07
2146,rn,20220726-190430,349,5,52.22265089163237,60.04
2147,rn,20220726-190430,350,6,60.55598422496571,69.62
2148,rn,20220726-190430,351,7,69.41015089163237,79.8
2149,rn,20220726-190430,352,8,78.26217421124828,89.98
2150,rn,20220726-190430,353,9,86.59765089163237,99.56
2151,rn,20220726-190430,354,9,86.77126200274348,99.76
2152,rn,20220726-190430,355,3,29.30598422496571,33.69
2153,rn,20220726-190430,356,4,36.771262002743484,42.28
2154,rn,20220726-190430,357,5,45.970507544581615,52.85
2155,rn,20220726-190430,358,6,54.826817558299034,63.03
2156,rn,20220726-190430,359,6,63.68098422496571,73.21
2157,rn,20220726-190430,360,7,73.05598422496571,83.99
2158,rn,20220726-190430,361,8,81.38931755829904,93.57
2159,rn,20220726-190430,362,9,86.77126200274348,99.76
2160,rn,20220726-190430,363,9,86.77126200274348,99.76
2161,rn,20220726-190430,364,9,86.77126200274348,99.76
2162,rn,20220726-190430,365,9,86.77126200274348,99.76
2163,rn,20220726-190430,366,9,86.77126200274348,99.76
2164,rn,20220726-190430,367,2,19.930984224965705,22.91
2165,rn,20220726-190430,368,3,28.262174211248286,32.49
2166,rn,20220726-190430,369,4,36.07681755829904,41.48
2167,rn,20220726-190430,370,5,44.23653978052126,50.86
2168,rn,20220726-190430,371,5,52.046896433470515,59.84
2169,rn,20220726-190430,372,6,59.86153978052127,68.82
2170,rn,20220726-190430,373,7,66.80598422496571,76.81
2171,rn,20220726-190430,374,7,73.92403978052127,84.99
2172,rn,20220726-190430,375,8,80.86848422496571,92.97
2173,rn,20220726-190430,376,9,86.77126200274348,99.76
2174,rn,20220726-190430,377,9,86.77126200274348,99.76
2175,rn,20220726-190430,378,9,86.77126200274348,99.76
2176,rn,20220726-190430,379,9,86.77126200274348,99.76
2177,rn,20220726-190430,380,1,3.9930555555555554,4.59
2178,rn,20220726-190430,381,2,14.75051440329218,16.96
2179,rn,20220726-190430,382,2,19.58161865569273,22.51
2180,rn,20220726-190430,383,3,24.444873113854594,28.1
2181,rn,20220726-190430,384,3,29.13237311385459,33.49
2182,rn,20220726-190430,385,4,33.817729766803836,38.88
2183,rn,20220726-190430,386,4,37.81292866941015,43.47
2184,rn,20220726-190430,387,4,41.80598422496571,48.06
2185,rn,20220726-190430,388,5,45.97265089163237,52.85
2186,rn,20220726-190430,389,5,49.44487311385459,56.85
2187,rn,20220726-190430,390,5,53.09070644718793,61.04
2188,rn,20220726-190430,391,6,56.734396433470515,65.23
2189,rn,20220726-190430,392,6,59.86153978052127,68.82
2190,rn,20220726-190430,393,6,59.86153978052127,68.82
2191,rn,20220726-190430,394,0,0.0,0.0
2192,rn,20220726-190430,395,0,0.0,0.0
2193,rn,20220726-190430,396,0,0.0,0.0
2194,rn,20220726-190430,397,0,0.0,0.0
2195,rn,20220726-190430,398,0,0.0,0.0
2196,rn,20220726-190430,399,0,0.0,0.0
2197,rn,20220726-190430,400,0,0.0,0.0
2198,rn,20220726-190430,401,0,0.0,0.0
2199,rn,20220726-190430,402,0,0.0,0.0
2200,rn,20220726-190430,403,0,0.0,0.0
2201,rn,20220726-190430,404,0,0.0,0.0
2202,rn,20220726-190430,405,0,0.0,0.0
2203,rn,20220726-190430,406,0,0.0,0.0
2204,rn,20220726-190430,407,0,0.0,0.0
2205,rn,20220726-190430,408,0,0.0,0.0
2206,rn,20220726-190430,409,0,0.0,0.0
2207,rn,20220726-190430,410,0,0.0,0.0
2208,rn,20220726-190430,411,0,0.0,0.0
2209,rn,20220726-190430,412,0,0.0,0.0
2210,rn,20220726-190430,413,0,0.0,0.0
2211,rn,20220726-190430,414,0,0.0,0.0
2212,rn,20220726-190430,415,0,0.0,0.0
2213,rn,20220726-190430,416,0,0.0,0.0
2214,rn,20220726-190430,417,0,0.0,0.0
2215,rn,20220726-190430,418,0,0.0,0.0
2216,rn,20220726-190430,419,0,0.0,0.0
2217,rn,20220726-190430,420,0,0.0,0.0
2218,rn,20220726-190430,421,0,0.0,0.0
2219,rn,20220726-190430,422,0,0.0,0.0
2220,rn,20220726-190430,423,0,0.0,0.0
2221,rn,20220726-190430,424,0,0.0,0.0
2222,rn,20220726-190430,425,0,0.0,0.0
2223,rn,20220726-190430,426,0,0.0,0.0
2224,rn,20220726-190430,427,0,0.0,0.0
2225,rn,20220726-190430,428,0,0.0,0.0
2226,rn,20220726-190430,429,0,0.0,0.0
2227,rn,20220726-190430,430,0,0.0,0.0
2228,rn,20220726-190430,431,0,0.0,0.0
2229,rn,20220726-190430,432,0,0.0,0.0
2230,rn,20220726-190430,433,0,0.0,0.0
2231,rn,20220726-190430,434,0,0.0,0.0
2232,rn,20220726-190430,435,0,0.0,0.0
2233,rn,20220726-190430,436,0,0.0,0.0
2234,rn,20220726-190430,437,0,0.0,0.0
2235,rn,20220726-190430,438,0,0.0,0.0
2236,rn,20220726-190430,439,0,0.0,0.0
2237,rn,20220726-190430,440,0,0.0,0.0
2238,rn,20220726-190430,441,0,0.0,0.0
2239,rn,20220726-190430,442,0,0.0,0.0
2240,rn,20220726-190430,443,0,0.0,0.0
2241,rn,20220726-190447,0,0,0.0,0.0
2242,rn,20220726-190447,1,0,0.0,0.0
2243,rn,20220726-190447,2,0,0.0,0.0
2244,rn,20220726-190447,3,0,0.0,0.0
2245,rn,20220726-190447,4,0,0.0,0.0
2246,rn,20220726-190447,5,0,0.0,0.0
2247,rn,20220726-190447,6,0,0.0,0.0
2248,rn,20220726-190447,7,0,0.0,0.0
2249,rn,20220726-190447,8,0,0.0,0.0
2250,rn,20220726-190447,9,0,0.0,0.0
2251,rn,20220726-190447,10,0,0.0,0.0
2252,rn,20220726-190447,11,0,0.0,0.0
2253,rn,20220726-190447,12,0,0.0,0.0
2254,rn,20220726-190447,13,0,0.0,0.0
2255,rn,20220726-190447,14,0,0.0,0.0
2256,rn,20220726-190447,15,0,0.0,0.0
2257,rn,20220726-190447,16,0,0.0,0.0
2258,rn,20220726-190447,17,0,0.0,0.0
2259,rn,20220726-190447,18,0,0.0,0.0
2260,rn,20220726-190447,19,0,0.0,0.0
2261,rn,20220726-190447,20,0,0.0,0.0
2262,rn,20220726-190447,21,0,0.0,0.0
2263,rn,20220726-190447,22,0,0.0,0.0
2264,rn,20220726-190447,23,0,0.0,0.0
2265,rn,20220726-190447,24,0,0.0,0.0
2266,rn,20220726-190447,25,0,0.0,0.0
2267,rn,20220726-190447,26,0,0.0,0.0
2268,rn,20220726-190447,27,0,0.0,0.0
2269,rn,20220726-190447,28,0,0.0,0.0
2270,rn,20220726-190447,29,0,0.0,0.0
2271,rn,20220726-190447,30,0,0.0,0.0
2272,rn,20220726-190447,31,0,0.0,0.0
2273,rn,20220726-190447,32,0,0.0,0.0
2274,rn,20220726-190447,33,0,0.0,0.0
2275,rn,20220726-190447,34,0,0.0,0.0
2276,rn,20220726-190447,35,0,0.0,0.0
2277,rn,20220726-190447,36,0,0.0,0.0
2278,rn,20220726-190447,37,0,0.0,0.0
2279,rn,20220726-190447,38,0,0.0,0.0
2280,rn,20220726-190447,39,0,0.0,0.0
2281,rn,20220726-190447,40,0,0.0,0.0
2282,rn,20220726-190447,41,0,0.0,0.0
2283,rn,20220726-190447,42,0,0.0,0.0
2284,rn,20220726-190447,43,0,0.0,0.0
2285,rn,20220726-190447,44,0,0.0,0.0
2286,rn,20220726-190447,45,0,0.0,0.0
2287,rn,20220726-190447,46,0,0.0,0.0
2288,rn,20220726-190447,47,0,0.0,0.0
2289,rn,20220726-190447,48,0,0.0,0.0
2290,rn,20220726-190447,49,0,0.0,0.0
2291,rn,20220726-190447,50,0,0.0,0.0
2292,rn,20220726-190447,51,0,0.0,0.0
2293,rn,20220726-190447,52,0,0.0,0.0
2294,rn,20220726-190447,53,0,0.0,0.0
2295,rn,20220726-190447,54,0,0.0,0.0
2296,rn,20220726-190447,55,0,0.0,0.0
2297,rn,20220726-190447,56,0,0.0,0.0
2298,rn,20220726-190447,57,0,0.0,0.0
2299,rn,20220726-190447,58,0,0.0,0.0
2300,rn,20220726-190447,59,0,0.0,0.0
2301,rn,20220726-190447,60,0,0.0,0.0
2302,rn,20220726-190447,61,0,0.0,0.0
2303,rn,20220726-190447,62,0,0.0,0.0
2304,rn,20220726-190447,63,0,0.0,0.0
2305,rn,20220726-190447,64,0,0.0,0.0
2306,rn,20220726-190447,65,0,0.0,0.0
2307,rn,20220726-190447,66,0,0.0,0.0
2308,rn,20220726-190447,67,0,0.0,0.0
2309,rn,20220726-190447,68,0,0.0,0.0
2310,rn,20220726-190447,69,0,0.0,0.0
2311,rn,20220726-190447,70,0,0.0,0.0
2312,rn,20220726-190447,71,0,0.0,0.0
2313,rn,20220726-190447,72,0,0.0,0.0
2314,rn,20220726-190447,73,0,0.0,0.0
2315,rn,20220726-190447,74,0,0.0,0.0
2316,rn,20220726-190447,75,0,0.0,0.0
2317,rn,20220726-190447,76,0,0.0,0.0
2318,rn,20220726-190447,77,0,0.0,0.0
2319,rn,20220726-190447,78,0,0.0,0.0
2320,rn,20220726-190447,79,0,0.0,0.0
2321,rn,20220726-190447,80,0,0.0,0.0
2322,rn,20220726-190447,81,0,0.0,0.0
2323,rn,20220726-190447,82,0,0.0,0.0
2324,rn,20220726-190447,83,0,0.0,0.0
2325,rn,20220726-190447,84,0,0.0,0.0
2326,rn,20220726-190447,85,0,0.0,0.0
2327,rn,20220726-190447,86,0,0.0,0.0
2328,rn,20220726-190447,87,0,0.0,0.0
2329,rn,20220726-190447,88,0,0.0,0.0
2330,rn,20220726-190447,89,0,0.0,0.0
2331,rn,20220726-190447,90,0,0.0,0.0
2332,rn,20220726-190447,91,0,0.0,0.0
2333,rn,20220726-190447,92,0,0.0,0.0
2334,rn,20220726-190447,93,0,0.0,0.0
2335,rn,20220726-190447,94,0,0.0,0.0
2336,rn,20220726-190447,95,0,0.0,0.0
2337,rn,20220726-190447,96,0,0.0,0.0
2338,rn,20220726-190447,97,0,0.0,0.0
2339,rn,20220726-190447,98,0,0.0,0.0
2340,rn,20220726-190447,99,0,0.0,0.0
2341,rn,20220726-190447,100,0,0.0,0.0
2342,rn,20220726-190447,101,0,0.0,0.0
2343,rn,20220726-190447,102,0,0.0,0.0
2344,rn,20220726-190447,103,0,0.0,0.0
2345,rn,20220726-190447,104,0,0.0,0.0
2346,rn,20220726-190447,105,0,0.0,0.0
2347,rn,20220726-190447,106,0,0.0,0.0
2348,rn,20220726-190447,107,0,0.0,0.0
2349,rn,20220726-190447,108,0,0.0,0.0
2350,rn,20220726-190447,109,0,0.0,0.0
2351,rn,20220726-190447,110,0,0.0,0.0
2352,rn,20220726-190447,111,0,0.0,0.0
2353,rn,20220726-190447,112,0,0.0,0.0
2354,rn,20220726-190447,113,0,0.0,0.0
2355,rn,20220726-190447,114,0,0.0,0.0
2356,rn,20220726-190447,115,0,0.0,0.0
2357,rn,20220726-190447,116,0,0.0,0.0
2358,rn,20220726-190447,117,0,0.0,0.0
2359,rn,20220726-190447,118,0,0.0,0.0
2360,rn,20220726-190447,119,0,0.0,0.0
2361,rn,20220726-190447,120,0,0.0,0.0
2362,rn,20220726-190447,121,0,0.0,0.0
2363,rn,20220726-190447,122,0,0.0,0.0
2364,rn,20220726-190447,123,0,0.0,0.0
2365,rn,20220726-190447,124,0,0.0,0.0
2366,rn,20220726-190447,125,0,0.0,0.0
2367,rn,20220726-190447,126,0,0.0,0.0
2368,rn,20220726-190447,127,0,0.0,0.0
2369,rn,20220726-190447,128,0,0.0,0.0
2370,rn,20220726-190447,129,0,0.0,0.0
2371,rn,20220726-190447,130,0,0.0,0.0
2372,rn,20220726-190447,131,0,0.0,0.0
2373,rn,20220726-190447,132,0,0.0,0.0
2374,rn,20220726-190447,133,0,0.0,0.0
2375,rn,20220726-190447,134,0,0.0,0.0
2376,rn,20220726-190447,135,0,0.0,0.0
2377,rn,20220726-190447,136,0,0.0,0.0
2378,rn,20220726-190447,137,0,0.0,0.0
2379,rn,20220726-190447,138,0,0.0,0.0
2380,rn,20220726-190447,139,0,0.0,0.0
2381,rn,20220726-190447,140,0,0.0,0.0
2382,rn,20220726-190447,141,0,0.0,0.0
2383,rn,20220726-190447,142,0,0.0,0.0
2384,rn,20220726-190447,143,0,0.0,0.0
2385,rn,20220726-190447,144,0,0.0,0.0
2386,rn,20220726-190447,145,0,0.0,0.0
2387,rn,20220726-190447,146,0,0.0,0.0
2388,rn,20220726-190447,147,0,0.0,0.0
2389,rn,20220726-190447,148,0,0.0,0.0
2390,rn,20220726-190447,149,0,0.0,0.0
2391,rn,20220726-190447,150,0,0.0,0.0
2392,rn,20220726-190447,151,0,0.0,0.0
2393,rn,20220726-190447,152,0,0.0,0.0
2394,rn,20220726-190447,153,0,0.0,0.0
2395,rn,20220726-190447,154,0,0.0,0.0
2396,rn,20220726-190447,155,0,0.0,0.0
2397,rn,20220726-190447,156,0,0.0,0.0
2398,rn,20220726-190447,157,0,0.0,0.0
2399,rn,20220726-190447,158,0,0.0,0.0
2400,rn,20220726-190447,159,0,0.0,0.0
2401,rn,20220726-190447,160,0,0.0,0.0
2402,rn,20220726-190447,161,0,0.0,0.0
2403,rn,20220726-190447,162,0,0.0,0.0
2404,rn,20220726-190447,163,0,0.0,0.0
2405,rn,20220726-190447,164,0,0.0,0.0
2406,rn,20220726-190447,165,0,0.0,0.0
2407,rn,20220726-190447,166,0,0.0,0.0
2408,rn,20220726-190447,167,0,0.0,0.0
2409,rn,20220726-190447,168,0,0.0,0.0
2410,rn,20220726-190447,169,0,0.0,0.0
2411,rn,20220726-190447,170,0,0.0,0.0
2412,rn,20220726-190447,171,0,0.0,0.0
2413,rn,20220726-190447,172,0,0.0,0.0
2414,rn,20220726-190447,173,0,0.0,0.0
2415,rn,20220726-190447,174,0,0.0,0.0
2416,rn,20220726-190447,175,0,0.0,0.0
2417,rn,20220726-190447,176,0,0.0,0.0
2418,rn,20220726-190447,177,0,0.0,0.0
2419,rn,20220726-190447,178,0,0.0,0.0
2420,rn,20220726-190447,179,0,0.0,0.0
2421,rn,20220726-190447,180,0,0.0,0.0
2422,rn,20220726-190447,181,0,0.0,0.0
2423,rn,20220726-190447,182,0,0.0,0.0
2424,rn,20220726-190447,183,0,0.0,0.0
2425,rn,20220726-190447,184,0,0.0,0.0
2426,rn,20220726-190447,185,0,0.0,0.0
2427,rn,20220726-190447,186,0,0.0,0.0
2428,rn,20220726-190447,187,0,0.0,0.0
2429,rn,20220726-190447,188,0,0.0,0.0
2430,rn,20220726-190447,189,0,0.0,0.0
2431,rn,20220726-190447,190,0,0.0,0.0
2432,rn,20220726-190447,191,0,0.0,0.0
2433,rn,20220726-190447,192,0,0.0,0.0
2434,rn,20220726-190447,193,0,0.0,0.0
2435,rn,20220726-190447,194,0,0.0,0.0
2436,rn,20220726-190447,195,0,0.0,0.0
2437,rn,20220726-190447,196,0,0.0,0.0
2438,rn,20220726-190447,197,0,0.0,0.0
2439,rn,20220726-190447,198,0,0.0,0.0
2440,rn,20220726-190447,199,0,0.0,0.0
2441,rn,20220726-190447,200,0,0.0,0.0
2442,rn,20220726-190447,201,0,0.0,0.0
2443,rn,20220726-190447,202,0,0.0,0.0
2444,rn,20220726-190447,203,0,0.0,0.0
2445,rn,20220726-190447,204,0,0.0,0.0
2446,rn,20220726-190447,205,0,0.0,0.0
2447,rn,20220726-190447,206,0,0.0,0.0
2448,rn,20220726-190447,207,0,0.0,0.0
2449,rn,20220726-190447,208,0,0.0,0.0
2450,rn,20220726-190447,209,0,0.0,0.0
2451,rn,20220726-190447,210,0,0.0,0.0
2452,rn,20220726-190447,211,0,0.0,0.0
2453,rn,20220726-190447,212,0,0.0,0.0
2454,rn,20220726-190447,213,0,0.0,0.0
2455,rn,20220726-190447,214,0,0.0,0.0
2456,rn,20220726-190447,215,0,0.0,0.0
2457,rn,20220726-190447,216,0,0.0,0.0
2458,rn,20220726-190447,217,0,0.0,0.0
2459,rn,20220726-190447,218,0,0.0,0.0
2460,rn,20220726-190447,219,0,0.0,0.0
2461,rn,20220726-190447,220,1,0.6944444444444444,0.8
2462,rn,20220726-190447,221,1,9.375,10.78
2463,rn,20220726-190447,222,2,17.88783864883402,20.57
2464,rn,20220726-190447,223,3,26.221171982167352,30.15
2465,rn,20220726-190447,224,0,0.0,0.0
2466,rn,20220726-190447,225,0,0.0,0.0
2467,rn,20220726-190447,226,0,0.0,0.0
2468,rn,20220726-190447,227,0,0.0,0.0
2469,rn,20220726-190447,228,0,0.0,0.0
2470,rn,20220726-190447,229,0,0.0,0.0
2471,rn,20220726-190447,230,0,0.0,0.0
2472,rn,20220726-190447,231,0,0.0,0.0
2473,rn,20220726-190447,232,0,0.0,0.0
2474,rn,20220726-190447,233,1,1.5625,1.8
2475,rn,20220726-190447,234,1,9.722222222222223,11.18
2476,rn,20220726-190447,235,2,17.708333333333336,20.36
2477,rn,20220726-190447,236,3,25.17361111111111,28.94
2478,rn,20220726-190447,237,4,32.8125,37.72
2479,rn,20220726-190447,238,4,39.93430641289438,45.91
2480,rn,20220726-190447,239,5,46.669238683127574,53.66
2481,rn,20220726-190447,240,5,53.4400720164609,61.44
2482,rn,20220726-190447,241,6,60.2082261659808,69.22
2483,rn,20220726-190447,242,7,66.28729423868313,76.21
2484,rn,20220726-190447,243,7,72.36368312757202,83.2
2485,rn,20220726-190447,244,8,78.2664609053498,89.98
2486,rn,20220726-190447,245,8,83.99562757201646,96.57
2487,rn,20220726-190447,246,9,86.77340534979425,99.76
2488,rn,20220726-190447,247,9,86.77340534979425,99.76
2489,rn,20220726-190447,248,9,86.77340534979425,99.76
2490,rn,20220726-190447,249,9,86.77126200274348,99.76
2491,rn,20220726-190447,250,9,86.77340534979425,99.76
2492,rn,20220726-190447,251,1,5.729166666666666,6.59
2493,rn,20220726-190447,252,1,10.069444444444445,11.58
2494,rn,20220726-190447,253,2,13.88888888888889,15.97
2495,rn,20220726-190447,254,2,17.881944444444446,20.56
2496,rn,20220726-190447,255,2,21.52777777777778,24.75
2497,rn,20220726-190447,256,3,25.0,28.74
2498,rn,20220726-190447,257,3,28.29861111111111,32.53
2499,rn,20220726-190447,258,3,31.770833333333332,36.53
2500,rn,20220726-190447,259,4,35.06944444444444,40.32
2501,rn,20220726-190447,260,4,37.84293552812071,43.51
2502,rn,20220726-190447,261,4,40.763781721536354,46.87
2503,rn,20220726-190447,262,5,43.71570644718793,50.26
2504,rn,20220726-190447,263,5,46.14840534979424,53.06
2505,rn,20220726-190447,264,5,48.7525720164609,56.05
2506,rn,20220726-190447,265,5,51.18312757201646,58.84
2507,rn,20220726-190447,266,5,53.43900034293553,61.44
2508,rn,20220726-190447,267,6,55.69433727709191,64.03
2509,rn,20220726-190447,268,6,57.952889231824415,66.63
2510,rn,20220726-190447,269,6,60.037294238683124,69.02
2511,rn,20220726-190447,270,6,61.947016460905346,71.22
2512,rn,20220726-190447,271,6,63.68098422496571,73.21
2513,rn,20220726-190447,272,7,65.59284979423869,75.41
2514,rn,20220726-190447,273,7,67.15534979423869,77.21
2515,rn,20220726-190447,274,7,68.8914609053498,79.2
2516,rn,20220726-190447,275,7,70.45181755829904,81.0
2517,rn,20220726-190447,276,0,0.0,0.0
2518,rn,20220726-190447,277,0,0.0,0.0
2519,rn,20220726-190447,278,0,0.0,0.0
2520,rn,20220726-190447,279,0,0.0,0.0
2521,rn,20220726-190447,280,0,0.0,0.0
2522,rn,20220726-190447,281,0,0.0,0.0
2523,rn,20220726-190447,282,0,0.0,0.0
2524,rn,20220726-190447,283,1,5.902777777777778,6.79
2525,rn,20220726-190447,284,2,14.583333333333334,16.77
2526,rn,20220726-190447,285,3,23.78204303840878,27.34
2527,rn,20220726-190447,286,4,32.46527777777778,37.32
2528,rn,20220726-190447,287,4,41.284079218106996,47.46
2529,rn,20220726-190447,288,5,49.61634087791495,57.04
2530,rn,20220726-190447,289,6,58.474794238683124,67.23
2531,rn,20220726-190447,290,7,66.80812757201646,76.81
2532,rn,20220726-190447,291,8,75.66229423868313,86.99
2533,rn,20220726-190447,292,8,84.5164609053498,97.17
2534,rn,20220726-190447,293,9,86.77340534979425,99.76
2535,rn,20220726-190447,294,9,86.77340534979425,99.76
2536,rn,20220726-190447,295,9,86.77340534979425,99.76
2537,rn,20220726-190447,296,9,86.77340534979425,99.76
2538,rn,20220726-190447,297,9,86.77340534979425,99.76
2539,rn,20220726-190447,298,9,86.77126200274348,99.76
2540,rn,20220726-190447,299,9,86.77126200274348,99.76
2541,rn,20220726-190447,300,9,86.77340534979425,99.76
2542,rn,20220726-190447,301,9,86.77340534979425,99.76
2543,rn,20220726-190447,302,6,56.04209533607681,64.43
2544,rn,20220726-190447,303,7,64.2039609053498,73.81
2545,rn,20220726-190447,304,7,72.36368312757202,83.2
2546,rn,20220726-190447,305,8,79.8289609053498,91.78
2547,rn,20220726-190447,306,9,86.77340534979425,99.76
2548,rn,20220726-190447,307,9,86.77340534979425,99.76
2549,rn,20220726-190447,308,9,86.77126200274348,99.76
2550,rn,20220726-190447,309,9,86.77340534979425,99.76
2551,rn,20220726-190447,310,9,86.77340534979425,99.76
2552,rn,20220726-190447,311,9,86.77126200274348,99.76
2553,rn,20220726-190447,312,9,86.77340534979425,99.76
2554,rn,20220726-190447,313,9,86.77340534979425,99.76
2555,rn,20220726-190447,314,9,86.77340534979425,99.76
2556,rn,20220726-190447,315,9,86.77340534979425,99.76
2557,rn,20220726-190447,316,9,86.77126200274348,99.76
2558,rn,20220726-190447,317,9,86.77340534979425,99.76
2559,rn,20220726-190447,318,9,86.77340534979425,99.76
2560,rn,20220726-190447,319,9,86.77340534979425,99.76
2561,rn,20220726-190447,320,9,86.77340534979425,99.76
2562,rn,20220726-190447,321,9,86.77340534979425,99.76
2563,rn,20220726-190447,322,9,86.77126200274348,99.76
2564,rn,20220726-190447,323,9,86.77340534979425,99.76
2565,rn,20220726-190447,324,9,86.77340534979425,99.76
2566,rn,20220726-190447,325,9,86.77340534979425,99.76
2567,rn,20220726-190447,326,9,86.77340534979425,99.76
2568,rn,20220726-190447,327,9,86.77340534979425,99.76
2569,rn,20220726-190447,328,9,86.77340534979425,99.76
2570,rn,20220726-190447,329,9,86.77340534979425,99.76
2571,rn,20220726-190447,330,9,86.77340534979425,99.76
2572,rn,20220726-190447,331,9,86.77340534979425,99.76
2573,rn,20220726-190447,332,9,86.77126200274348,99.76
2574,rn,20220726-190447,333,9,86.77340534979425,99.76
2575,rn,20220726-190447,334,9,86.77340534979425,99.76
2576,rn,20220726-190447,335,9,86.77126200274348,99.76
2577,rn,20220726-190447,336,9,86.77340534979425,99.76
2578,rn,20220726-190447,337,9,86.77126200274348,99.76
2579,rn,20220726-190447,338,9,86.77340534979425,99.76
2580,rn,20220726-190447,339,9,86.77340534979425,99.76
2581,rn,20220726-190447,340,9,86.77340534979425,99.76
2582,rn,20220726-190447,341,9,86.77340534979425,99.76
2583,rn,20220726-190447,342,9,86.77126200274348,99.76
2584,rn,20220726-190447,343,9,86.77340534979425,99.76
2585,rn,20220726-190447,344,9,86.77340534979425,99.76
2586,rn,20220726-190447,345,2,11.11111111111111,12.77
2587,rn,20220726-190447,346,2,11.11111111111111,12.77
